state,name,delta_population,delta_median_hshld_income,delta_median_age,delta_pct_white,delta_pct_bachelors,delta_pct_poverty
North Dakota,Logan County,-390,15638,2.1,-1.87,1.2,-3.4
North Dakota,McHenry County,-87,24844,-2.7,-1.62,5.3,-4.4
North Dakota,McIntosh County,-784,11108,1.2,-1.85,1.1,-4
North Dakota,McKenzie County,6987,30836,-8.1,3.35,4.1,1.7
North Dakota,McLean County,374,11004,-2.7,-0.87,1.3,-0.4
North Dakota,Mercer County,-179,20146,-1,-1.81,6,1.1
North Dakota,Morton County,5493,14794,-2.3,-2.1,3.8,-0.3
North Dakota,Mountrail County,3634,15710,-3.9,-1.41,1.8,-5.3
North Dakota,Nelson County,-778,13346,2.3,0.24,-0.9,-1.5
North Dakota,Oliver County,-125,9192,4.3,-5.01,0.2,-6.6
North Dakota,Pembina County,-1613,12891,2,-2.13,3.5,-2.4
North Dakota,Pierce County,-576,8905,-0.9,0.45,4.7,4.7
North Dakota,Ramsey County,-547,14135,0,-2.61,3.8,0.6
North Dakota,Ransom County,-593,16480,1.4,-1.81,1.4,-2.8
North Dakota,Renville County,-147,16440,-6.5,-5.06,-4.1,-1.1
North Dakota,Richland County,-1647,13420,-1.5,-2.16,-0.2,-1
North Dakota,Rolette County,857,7905,0,-1.32,4.2,0.6
North Dakota,Sargent County,-508,11506,1.2,-3.87,3.6,-3.5
North Dakota,Sheridan County,-357,12023,-0.9,1.21,-0.6,-3.5
North Dakota,Sioux County,332,9805,-0.1,0.07,5,-10.1
North Dakota,Slope County,4,17625,6.6,-4.77,-1.3,-3.7
North Dakota,Stark County,7573,27792,-5.4,-5.46,0.7,-1.9
North Dakota,Steele County,-341,21246,4.4,0.39,7.2,-0.4
North Dakota,Stutsman County,-821,11468,-2.4,-1.86,1.3,-1
North Dakota,Towner County,-623,10941,1.2,-5.97,-2.1,2.1
North Dakota,Traill County,-464,16662,-0.9,-2.03,-0.2,-2.3
North Dakota,Walsh County,-1534,6642,-0.4,-3.5,1,0
North Dakota,Ward County,10151,15366,-2.3,-4.59,2.1,-1
North Dakota,Wells County,-1080,14328,1,-0.77,3.3,-4.5
North Dakota,Williams County,13588,34478,-9.1,-8.28,3.3,0.3
Ohio,Adams County,396,3529,3.2,-0.48,1.4,0.8
Ohio,Allen County,-5275,4273,0.5,-1.26,1.9,-1.3
Ohio,Ashland County,1105,6351,1.3,-0.61,2.7,-1.4
Ohio,Ashtabula County,-4921,878,1.9,-0.93,0.5,4.1
Ohio,Athens County,4374,5632,2.7,-1.06,2.3,-0.1
Ohio,Auglaize County,-833,7498,2,-1.1,3,1.8
Ohio,Belmont County,-2197,8164,1.1,-0.63,2,-1.1
Ohio,Brown County,1291,3301,2.5,-0.57,3,5.4
Ohio,Butler County,47797,7400,0.7,-2.14,3.7,0.1
Ohio,Carroll County,-1451,8600,2.8,-0.9,0.3,2.2
Ohio,Champaign County,-50,5249,3.3,-0.6,0.8,-1.8
Ohio,Clark County,-10185,2134,1,-0.87,2.4,0.7
Ohio,Clermont County,26237,5711,2.1,-1,3.5,0.5
Ohio,Clinton County,1466,3736,2.1,-0.49,2.8,0.7
Ohio,Columbiana County,-8998,5996,2.2,-0.67,1.5,-0.6
Ohio,Coshocton County,-111,3782,0.8,-0.53,1,-2
Ohio,Crawford County,-5220,498,1.7,-0.7,4.2,3.2
Ohio,Cuyahoga County,-145464,3117,0.7,-1.74,3.3,1.9
Ohio,Darke County,-1773,5784,1.8,-0.64,2.9,1
Ohio,Defiance County,-1344,10815,1.4,-1.15,-0.1,-1.7
Ohio,Delaware County,90475,12321,1.9,-2.02,4.3,0.5
Ohio,Erie County,-4734,4440,2.1,-1.33,2.3,0.5
Ohio,Fairfield County,31974,6628,1.8,-2.08,2.2,-0.5
Ohio,Fayette County,319,4690,2.3,-0.94,2.7,0.3
Ohio,Franklin County,223003,7232,0.6,-2.82,3.7,-0.3
Ohio,Fulton County,205,7057,1.3,-0.88,2.4,0.1
Ohio,Gallia County,-1096,4593,1.2,-0.58,1.9,-0.4
Ohio,Geauga County,3023,11441,2.3,-0.35,4,-1.1
Ohio,Greene County,18866,8353,1.5,-0.91,4.3,0.9
Ohio,Guernsey County,-1699,5171,2.4,-0.75,2.7,2.9
Ohio,Hamilton County,-31481,4155,0,-1.66,3.8,1.6
Ohio,Hancock County,4459,3761,1.2,-1.18,2.7,0.7
Ohio,Hardin County,-581,5061,1.2,-0.69,0.4,0.4
Ohio,Harrison County,-640,10860,2.5,-0.39,1.9,-2.7
Ohio,Henry County,-2025,9703,2.4,-1.47,4.3,-1.6
Ohio,Highland County,2096,2489,2,-0.52,2.6,5.4
Ohio,Hocking County,233,8487,2.7,-0.41,3.9,-1.1
Ohio,Holmes County,5014,15195,1.5,-0.26,-0.9,-1.3
Ohio,Huron County,-993,2652,1.9,-1.1,1.6,-0.3
Ohio,Jackson County,-192,9353,1.2,-0.45,3.8,-2.7
Ohio,Jefferson County,-7535,5634,0.9,-0.56,0.8,-0.1
Ohio,Knox County,6761,5556,0.9,-0.48,3.7,0.7
Ohio,Lake County,2606,6241,1.6,-1.8,3,0.2
Ohio,Lawrence County,-2070,9005,1.6,-0.52,1.6,-0.8
Ohio,Licking County,27957,6456,1.3,-1.24,2.5,0.7
Ohio,Logan County,-680,6558,2.1,-0.93,0.8,-1.1
Ohio,Lorain County,23260,2921,2,-1.33,3.1,0.6
Ohio,Lucas County,-24167,2748,1.3,-1.65,2.6,1.8
Ohio,Madison County,3823,12364,1.7,-0.86,1.1,-1.5
Ohio,Mahoning County,-27759,3128,1.1,-1.13,2.8,1
Ohio,Marion County,-1250,4197,1.5,-1.1,1.5,-0.7
Ohio,Medina County,27276,5402,2.1,-0.86,2.6,-0.1
Ohio,Meigs County,8,8698,1.6,-0.28,2.7,1.7
Ohio,Mercer County,-51,7333,1.3,-0.91,1.2,-0.9
Ohio,Miami County,6254,3061,1.4,-0.76,1,0.4
Ohio,Monroe County,-1234,6269,1.4,1.13,2.2,2.4
Ohio,Montgomery County,-27520,3080,0.6,-1.32,2.5,2.2
Ohio,Morgan County,-188,5314,2.2,-0.45,4.3,2.4
Ohio,Morrow County,3366,2876,2.7,-0.89,0,-1.1
Ohio,Muskingum County,1564,3787,1,-0.74,1.5,0
Ohio,Noble County,348,2671,2.5,-3.57,1.5,-2
Ohio,Ottawa County,-328,2730,3,-1.27,3.4,1.5
Ohio,Paulding County,-1448,3407,1.4,-0.97,3.3,-0.3
Ohio,Perry County,1946,4089,2.2,-0.62,2.8,0.7
Ohio,Pickaway County,5103,11052,1.6,-0.87,3.8,-0.4
Ohio,Pike County,575,7650,2.7,-0.76,0.7,-3.6
Ohio,Portage County,10216,3369,0.9,-1.36,2.6,1
Ohio,Preble County,-1217,2881,2,-0.53,2.4,3
Ohio,Putnam County,-848,4588,1.6,-1.16,0.9,0.1
Ohio,Richland County,-8263,1474,1.3,-0.69,2.3,3.2
Ohio,Ross County,3968,3166,1.5,-0.57,2.9,0.9
Ohio,Sandusky County,-2597,2314,1.4,-1.28,2.1,2.7
Ohio,Scioto County,-3266,6166,1.2,-0.35,2.5,3.1
Ohio,Seneca County,-3440,6580,0.6,-0.87,-0.8,3.3
Ohio,Shelby County,849,9198,1.9,-0.73,3.1,-3
Ohio,Stark County,-5556,5176,1.2,-0.92,2.4,1.3
Ohio,Summit County,-1671,5365,1.3,-1.9,2.4,-0.2
Ohio,Trumbull County,-24736,3084,2,-0.72,2.4,1.8
Ohio,Tuscarawas County,1383,7379,0.4,-0.71,0.8,1
Ohio,Union County,15832,10396,2.2,-1.67,3.5,1
Ohio,Van Wert County,-1442,6559,2.1,-0.84,2.3,3.9
Ohio,Vinton County,286,7299,3,-0.7,1.1,1.6
Ohio,Warren County,70499,8123,2.1,-1.92,6,-0.9
Ohio,Washington County,-2833,4367,1.8,-0.7,2.7,0.3
Ohio,Wayne County,4474,5662,0.9,-0.74,1.9,3.1
Ohio,Williams County,-2404,3055,1.7,-0.61,1.7,1.7
Ohio,Wood County,9427,4735,0,-1.42,2.9,1.2
Ohio,Wyandot County,-879,2551,0.7,-0.82,1.6,3.1
Oklahoma,Adair County,871,3555,1.6,-1.31,3,4.3
Oklahoma,Alfalfa County,-198,14932,-1.9,-11.07,3,0.1
Oklahoma,Atoka County,8,5927,1.6,-1,0.1,-2.7
Oklahoma,Beaver County,-542,2828,-1.7,-0.06,2,-0.7
Oklahoma,Beckham County,1994,5983,0.2,-3.17,2,-3.4
Oklahoma,Blaine County,-2478,4941,3.2,11.11,1.1,0.2
Oklahoma,Bryan County,9785,3967,1.1,-1.85,2.2,-1.6
Oklahoma,Caddo County,-977,5213,-0.9,-2.07,3.3,-0.1
Oklahoma,Canadian County,52229,8731,0.1,-2.38,0.9,0
Oklahoma,Carter County,2569,9369,-0.6,-1.74,4,-0.1
Oklahoma,Cherokee County,6367,6865,0.9,-1.95,0.2,-5.2
Oklahoma,Choctaw County,-479,2749,2,-2.37,1,6.4
Oklahoma,Cimarron County,-994,10571,-0.5,1.21,4.3,-5.9
Oklahoma,Cleveland County,71625,7944,1.1,-2.9,0.9,0.5
Oklahoma,Coal County,-389,8167,1.1,-3.58,7.5,-1.3
Oklahoma,Comanche County,6530,5557,1,-2.09,2.1,-0.7
Oklahoma,Cotton County,-791,5818,2.2,-2.57,-2.8,2.3
Oklahoma,Craig County,-623,629,1.6,-1.38,1.2,0.8
Oklahoma,Creek County,4337,4833,0.7,-1.64,0.7,-0.2
Oklahoma,Custer County,2658,6412,-0.3,-4.07,1.5,-1.1
Oklahoma,Delaware County,5525,3851,2.4,-1.71,2.2,-2.2
Oklahoma,Dewey County,135,12990,-3,-2.72,2.6,5
Oklahoma,Ellis County,-109,7562,-1,-3.69,-1.7,3.3
Oklahoma,Garfield County,3768,10088,-1.9,-4.74,0.7,-3.2
Oklahoma,Garvin County,699,4782,-0.4,-2.65,0.1,1.3
Oklahoma,Grady County,9427,10267,1.1,-1.6,2.1,-2.4
Oklahoma,Grant County,-749,12417,-0.9,-2.65,5.1,-0.7
Oklahoma,Greer County,-218,802,0.3,-3.04,1.3,3.6
Oklahoma,Harmon County,-594,6585,-0.2,-3.91,7,-10.8
Oklahoma,Harper County,246,6969,-4.5,-5.28,6.7,0.7
Oklahoma,Haskell County,971,543,0.4,-2.13,-0.5,6.9
Oklahoma,Hughes County,-852,5748,-0.3,-3.14,0.6,-1.8
Oklahoma,Jackson County,-3314,3752,-0.1,-2.42,-0.1,-0.3
Oklahoma,Jefferson County,-635,3183,0.6,-2.02,1.3,4.2
Oklahoma,Johnston County,547,4080,0.6,-1.7,-2.4,0.1
Oklahoma,Kay County,-3536,4562,-0.9,-2.19,0.2,-0.3
Oklahoma,Kingfisher County,1743,13725,-1.6,-2.72,6.6,-3.1
Oklahoma,Kiowa County,-1334,5626,0.3,-2.36,0.7,3.7
Oklahoma,Latimer County,-281,-2100,1.7,-3.06,2.5,5
Oklahoma,Le Flore County,1622,2918,1.5,-1.18,3.5,1.5
Oklahoma,Lincoln County,3062,5257,1.6,-1.79,0.6,-0.5
Oklahoma,Logan County,12860,10450,0.3,-0.74,4.8,-1.8
Oklahoma,Love County,1203,7780,-2,-4.23,0.9,-2
Oklahoma,McClain County,11603,8373,-0.2,-1.34,6.2,0.1
Oklahoma,McCurtain County,-1594,3168,0.8,-2.67,1.2,-4.1
Oklahoma,McIntosh County,286,7543,0.9,-1.13,2.5,-4
Oklahoma,Major County,148,5308,-2.2,-2.58,0.3,2.8
Oklahoma,Marshall County,3250,5252,1.2,-3.45,-1.3,0.3
Oklahoma,Mayes County,2552,4074,0.8,-1.49,3.5,2.3
Oklahoma,Murray County,1230,10974,2.2,-2.68,6.5,-1.4
Oklahoma,Muskogee County,-365,4327,0.2,-1.69,1.4,2.8
Oklahoma,Noble County,-134,12857,1.7,-1.41,6.4,-1.9
Oklahoma,Nowata County,-263,3782,1.8,-0.74,-1.1,0.5
Oklahoma,Okfuskee County,326,5060,-0.3,-1.6,1.2,0.6
Oklahoma,Oklahoma County,127510,7846,0,-2.46,3,0.2
Oklahoma,Okmulgee County,-755,1747,0.9,-1.63,1.1,-0.8
Oklahoma,Osage County,2796,6558,1.6,-0.97,0.2,3.1
Oklahoma,Ottawa County,-1882,2989,-0.3,-1.85,0.9,3.6
Oklahoma,Pawnee County,-140,6401,-0.3,-2.49,-0.4,-3.2
Oklahoma,Payne County,13385,4397,0.2,-2.36,2.8,2.9
Oklahoma,Pittsburg County,231,5696,-0.6,-1.9,1.2,0.4
Oklahoma,Pontotoc County,3081,9205,-0.2,-3,1.9,-3.2
Oklahoma,Pottawatomie County,6705,6074,0.4,-1.43,1.4,-0.3
Oklahoma,Pushmataha County,-494,8672,0.9,-1.79,3.6,-6.8
Oklahoma,Roger Mills County,280,2369,-2.5,-3.07,0.7,6.8
Oklahoma,Rogers County,20803,3877,0.8,-1.31,2.3,-0.1
Oklahoma,Seminole County,-16,4756,0.1,-2.08,0.6,-1.1
Oklahoma,Sequoyah County,2280,1098,2.3,-1.68,1.6,3.7
Oklahoma,Stephens County,150,1281,-0.5,-1.65,0.9,2.9
Oklahoma,Texas County,793,4846,1,-7.19,0.5,1.2
Oklahoma,Tillman County,-1854,10896,0.1,-4.02,0.6,1
Oklahoma,Tulsa County,82967,6404,0.1,-2.17,2.1,0.4
Oklahoma,Wagoner County,21166,3723,0.9,-1.27,1.9,-1
Oklahoma,Washington County,2936,5565,-1.1,-2.33,0.9,0.8
Oklahoma,Washita County,-374,8870,-0.9,-2,5.1,-2.7
Oklahoma,Woods County,-58,9021,-4.3,-2.98,2.7,0.8
Oklahoma,Woodward County,1973,7930,-1.1,-2.17,2.5,-0.5
Oregon,Baker County,-687,4061,0.6,-1.48,2.1,-4.6
Oregon,Benton County,12798,6670,0.8,-2.3,5.9,1.6
Oregon,Clackamas County,74281,10401,1.6,-1.75,4,0
Oregon,Clatsop County,3552,7605,1.4,-1.17,2.9,-0.6
Oregon,Columbia County,8222,2250,2.5,-1.22,1.8,2
Oregon,Coos County,1109,3357,1.8,-1.45,0.3,1.5
Oregon,Crook County,3941,-4282,4.4,-1.02,2.5,1.3
Oregon,Curry County,1532,5050,3.3,-1.9,5,1.6
Oregon,Deschutes County,71508,6081,2.4,-0.69,4.6,1.6
Oregon,Douglas County,9006,4312,1.7,-1.09,1.5,1.4
Oregon,Gilliam County,-60,-2317,-2.9,-6.18,0.4,-0.7
Oregon,Grant County,-745,8852,4.3,-1.6,3.3,-0.7
Oregon,Harney County,-320,468,1.1,-2.79,3,-1
Oregon,Hood River County,2966,5962,1.7,-1.56,4.3,2.6
Oregon,Jackson County,36210,4546,1.3,-2.01,2.4,2.7
Oregon,Jefferson County,4749,7039,1.5,-1.58,1,0.8
Oregon,Josephine County,10626,2670,1.2,-1.19,1.1,0.8
Oregon,Klamath County,3160,713,1.2,-2.38,0.8,2.1
Oregon,Lake County,441,-8336,2.2,-1.88,-1.6,2.5
Oregon,Lane County,51789,4787,0.9,-2.07,1.9,2.1
Oregon,Lincoln County,4441,3553,1.9,-1.5,0.3,2.2
Oregon,Linn County,21978,3683,0.7,-1.35,2.3,0.5
Oregon,Malheur County,-1135,-2032,0.1,-1.86,-0.6,2.5
Oregon,Marion County,56452,7759,1.2,-2.36,1.7,-0.1
Oregon,Morrow County,171,10484,3.1,-3.92,-1.7,-0.6
Oregon,Multnomah County,147069,10751,1,-1.56,6.3,0.4
Oregon,Polk County,21316,5057,0.1,-1.63,2.5,2.5
Oregon,Sherman County,-176,720,6.4,0.08,2.2,-6.3
Oregon,Tillamook County,2428,5649,0.6,-2.01,0.7,-1.4
Oregon,Umatilla County,6437,4210,0.5,-2.41,1.3,2
Oregon,Union County,1692,4066,-0.3,-1.56,3.7,1.3
Oregon,Wallowa County,-175,3761,2.7,-1.06,4.7,0.8
Oregon,Wasco County,2646,6377,-1.2,-2.22,-1.7,-1.8
Oregon,Washington County,143615,11459,1.5,-2.61,3.5,0.8
Oregon,Wheeler County,-190,160,3.3,-1.65,-2.4,9.2
Oregon,Yamhill County,20730,5907,1.7,-1.46,2.4,1
Pennsylvania,Adams County,11044,6132,3.1,-1.11,3.6,1.2
Pennsylvania,Allegheny County,-58618,8372,-0.2,-1.55,5.9,0.2
Pennsylvania,Armstrong County,-6750,4775,2.2,-0.45,1.3,1.3
Pennsylvania,Beaver County,-15272,7791,1.1,-0.72,4.8,-0.3
Pennsylvania,Bedford County,-1504,8454,3,-0.61,1.3,0.1
Pennsylvania,Berks County,44216,6110,1,-3.67,2.2,1.2
Pennsylvania,Blair County,-5687,3301,1.4,-0.79,3,2.3
Pennsylvania,Bradford County,-1908,10357,1.8,-0.61,2.3,-1.4
Pennsylvania,Bucks County,30706,7203,2.6,-2.08,4.9,1.2
Pennsylvania,Butler County,13025,9159,2.4,-0.89,5.8,0.1
Pennsylvania,Cambria County,-19544,5369,1.7,-0.29,3.4,1.9
Pennsylvania,Cameron County,-1382,-331,3.9,-1.45,1,3
Pennsylvania,Carbon County,5051,3492,2.6,-1.28,1.4,2.3
Pennsylvania,Centre County,26902,9450,2.9,-2.11,3.7,-0.1
Pennsylvania,Chester County,85792,7676,1.5,-1.87,3.2,0.7
Pennsylvania,Clarion County,-3307,4345,2.1,-0.55,4.6,1.7
Pennsylvania,Clearfield County,-3697,8058,2.2,-1.27,1.8,0.6
Pennsylvania,Clinton County,1084,8636,-0.3,-0.6,1.3,1.7
Pennsylvania,Columbia County,1781,5607,1.3,-0.98,3.3,2.2
Pennsylvania,Crawford County,-4207,8255,1.8,-0.64,2.1,-1.3
Pennsylvania,Cumberland County,36392,5325,0.6,-2.53,2.4,1.3
Pennsylvania,Dauphin County,23912,4700,0.5,-2.81,2.7,1.3
Pennsylvania,Delaware County,13832,7963,0.5,-3.14,3,1
Pennsylvania,Elk County,-4915,6131,2.9,-0.54,2.3,-1.6
Pennsylvania,Erie County,-6302,4597,0.6,-1.71,4.1,1.2
Pennsylvania,Fayette County,-17140,6836,1.7,-0.81,1.5,-0.4
Pennsylvania,Forest County,2351,1956,-3.2,-16.15,-2.6,2.4
Pennsylvania,Franklin County,24921,7232,1.4,-1.55,2.3,2.2
Pennsylvania,Fulton County,329,4767,3.8,-0.62,3.6,-1.8
Pennsylvania,Greene County,-3902,10474,1.6,-0.51,3.4,-1.9
Pennsylvania,Huntingdon County,-95,5065,2.1,-0.97,1.5,2.2
Pennsylvania,Indiana County,-4652,6081,1.6,-0.47,3.5,-2
Pennsylvania,Jefferson County,-2128,6936,1.5,-0.57,3.8,0.5
Pennsylvania,Juniata County,1693,6295,2.6,-0.88,3.2,4.8
Pennsylvania,Lackawanna County,-2534,4707,0.3,-3.05,3.3,2.2
Pennsylvania,Lancaster County,72245,6727,0.8,-2.19,3.2,0.7
Pennsylvania,Lawrence County,-7574,4618,1.8,-1.17,2.2,1.3
Pennsylvania,Lebanon County,19427,5342,0.6,-3.55,2.1,1.6
Pennsylvania,Lehigh County,54404,6575,0.3,-5.1,2.1,1.4
Pennsylvania,Luzerne County,-1907,7066,0.6,-4.4,2.6,1.5
Pennsylvania,Lycoming County,-6203,7945,0.3,-1.16,3.3,-0.4
Pennsylvania,McKean County,-4606,5769,1.6,-0.97,1.8,3.4
Pennsylvania,Mercer County,-8543,4767,2.2,-0.69,3.3,0.5
Pennsylvania,Mifflin County,-98,8747,1.9,-0.67,1.1,-0.4
Pennsylvania,Monroe County,29359,4697,3.3,-2.93,0.2,0.7
Pennsylvania,Montgomery County,75978,8411,1,-2.42,4,0.8
Pennsylvania,Montour County,36,10995,-0.7,-2.1,5.5,-0.5
Pennsylvania,Northampton County,36339,6628,1.8,-3.06,2.5,0.4
Pennsylvania,Northumberland County,-2527,6147,1.5,-1.31,1.9,-0.5
Pennsylvania,Perry County,2525,8188,2.6,-0.84,2.6,-0.7
Pennsylvania,Philadelphia County,63313,4398,0.4,-1.97,4.9,0.7
Pennsylvania,Pike County,9389,6574,5.1,-1.77,3.2,1.2
Pennsylvania,Potter County,-1278,2210,2.8,-0.67,2.6,-0.4
Pennsylvania,Schuylkill County,-7767,5327,1.6,-1.49,2.4,0.6
Pennsylvania,Snyder County,3255,9469,0.7,-0.83,2.2,-0.4
Pennsylvania,Somerset County,-5522,6938,2.2,-0.91,1.4,-0.2
Pennsylvania,Sullivan County,-467,9269,4.4,-1.64,5.1,-2.4
Pennsylvania,Susquehanna County,-1253,8557,3.7,-0.7,2.1,1.7
Pennsylvania,Tioga County,-580,9679,2.2,-0.31,2.5,-2.4
Pennsylvania,Union County,2971,8294,1,-0.77,1.6,-2.4
Pennsylvania,Venango County,-5803,6675,2.2,-0.42,3.1,-2.1
Pennsylvania,Warren County,-4204,4495,2.5,-0.61,2,1.2
Pennsylvania,Washington County,4401,9622,1.4,-0.86,4.8,-0.7
Pennsylvania,Wayne County,3483,6231,2.9,-1.03,2.5,0.2
Pennsylvania,Westmoreland County,-17366,9013,2.2,-0.66,4,0.5
Pennsylvania,Wyoming County,-758,8562,3,-0.63,2,-0.5
Pennsylvania,York County,64327,4213,1.4,-1.92,2.2,1.3
Rhode Island,Bristol County,-1736,6297,2.2,-1.61,5.7,0.5
Rhode Island,Kent County,-3330,7959,1.8,-2.08,2.9,-0.1
Rhode Island,Newport County,-1973,8224,1.7,-1.91,3.1,1.7
Rhode Island,Providence County,15755,4030,0.6,-3.87,2.2,1.3
Rhode Island,Washington County,2604,7577,3,-1.1,3.3,2.2
South Carolina,Abbeville County,-1445,2111,2.6,-0.21,-0.6,2
South Carolina,Aiken County,25627,3245,1.4,-1.15,2.3,0.1
South Carolina,Allendale County,-2209,3250,3,-0.6,-3.8,-12
South Carolina,Anderson County,33019,2680,1.3,-1.17,2.8,-0.2
South Carolina,Bamberg County,-2277,-208,3.8,-0.03,1.7,-5.4
South Carolina,Barnwell County,-2133,219,2.4,-0.64,0.2,1.6
South Carolina,Beaufort County,65907,5317,3.8,1.28,2.4,1.4
South Carolina,Berkeley County,75286,5920,1.5,0.11,5,0.2
South Carolina,Calhoun County,-481,7220,2,0.51,-2.1,2.5
South Carolina,Charleston County,91469,9449,1.5,1.86,4.4,-1.2
South Carolina,Cherokee County,4568,1154,1.5,-0.91,3.3,2.5
South Carolina,Chester County,-1767,4678,2.5,-0.22,3.1,0.4
South Carolina,Chesterfield County,3180,5490,3.2,-0.84,0.2,1.1
South Carolina,Clarendon County,1555,2772,2.7,1.18,1.7,0.3
South Carolina,Colleton County,-653,1733,2.7,0.4,1.8,1
South Carolina,Darlington County,-129,-2162,2.5,-0.29,1.9,2.7
South Carolina,Dillon County,-56,4048,0.3,-1.2,2,0.1
South Carolina,Dorchester County,60043,3651,0.5,-0.89,3.3,0.6
South Carolina,Edgefield County,2098,4666,2.5,0.2,3.2,-5.7
South Carolina,Fairfield County,-847,3529,3.6,-0.6,1.7,-1.4
South Carolina,Florence County,12805,2823,1.6,-1.54,1.7,1.6
South Carolina,Georgetown County,5810,4301,4,1.32,5.3,-1
South Carolina,Greenville County,127221,6909,1.1,-1.35,3.3,-0.6
South Carolina,Greenwood County,4084,399,1.2,-1.23,1.3,6.6
South Carolina,Hampton County,-1784,-2699,2.3,-0.29,0.7,-2.4
South Carolina,Horry County,136639,3333,3.6,-0.17,1.2,0.9
South Carolina,Jasper County,7780,2347,3.2,4.17,5.4,1.1
South Carolina,Kershaw County,12389,2501,1.7,-0.6,1.9,0.9
South Carolina,Lancaster County,31199,11598,3.2,0.34,9.7,-4.9
South Carolina,Laurens County,-2719,3051,0.6,-0.9,0.1,1.5
South Carolina,Lee County,-2769,8585,4.1,-0.26,3.1,-3.5
South Carolina,Lexington County,74628,5277,1.4,-1.44,2.5,1.7
South Carolina,McCormick County,-413,4764,4.6,0.92,3.3,1.9
South Carolina,Marion County,-4173,500,0.9,-1.24,3.5,1.4
South Carolina,Marlboro County,-1993,6233,1.8,-1.09,0.3,-0.9
South Carolina,Newberry County,2380,-2215,2.5,-0.7,-2.2,3.2
South Carolina,Oconee County,11055,1712,2.4,-1.13,2.8,2
South Carolina,Orangeburg County,-4106,2094,2.2,-0.43,3.4,-2.6
South Carolina,Pickens County,12722,3434,1.7,-1.09,0.1,1.7
South Carolina,Richland County,90915,4160,0.3,-2.05,1.2,2.2
South Carolina,Saluda County,1271,1377,1.2,-0.21,3.7,5.4
South Carolina,Spartanburg County,53063,4895,0.6,-1.3,3.9,0.8
South Carolina,Sumter County,2201,2809,0.7,-1.2,2.1,1.7
South Carolina,Union County,-2344,4023,2,-0.97,-0.4,-0.8
South Carolina,Williamsburg County,-6084,6785,1.8,-0.03,1.3,-4.7
South Carolina,York County,101825,7469,1.6,-1.51,4.2,-0.2
South Dakota,Aurora County,-320,12027,-1,-4.61,8,-2
South Dakota,Beadle County,1134,8279,-3.6,-6.27,-0.1,10.6
South Dakota,Bennett County,-120,12884,-3.2,-2.31,1.6,6
South Dakota,Bon Homme County,-276,11816,0,-1.48,3.6,-2.1
South Dakota,Brookings County,6035,8339,0.7,-1.35,2.7,-3.2
South Dakota,Brown County,3718,8192,-1.6,-4.01,4.7,0.8
South Dakota,Brule County,-52,2593,0.6,-3.03,0.2,5.5
South Dakota,Buffalo County,-33,2574,1.9,-2.98,0.6,-8.8
South Dakota,Butte County,1013,5745,-1,-0.79,1.6,-4.5
South Dakota,Campbell County,-403,8715,3.9,-0.27,6.7,-6
South Dakota,Charles Mix County,78,8296,-3,-1.32,1.7,-2.6
South Dakota,Clark County,-475,3606,-3.7,-2.64,5.5,0.2
South Dakota,Clay County,453,4575,0,-1.79,8.9,0.7
South Dakota,Codington County,2202,8750,0.3,-1.36,-1.1,-1
South Dakota,Corson County,22,1383,-0.8,-0.37,3.4,12.8
South Dakota,Custer County,1416,9706,4.2,-2.16,-4.1,3.5
South Dakota,Davison County,963,6798,-0.2,-2.14,2.5,-1.2
South Dakota,Day County,-746,7084,1.3,-1.29,0.9,4
South Dakota,Deuel County,-217,10969,1.6,0.12,2.3,3.9
South Dakota,Dewey County,-137,7935,-0.8,-0.55,2,0.9
South Dakota,Douglas County,-527,9749,-0.2,-1.4,2.9,-1.6
South Dakota,Edmunds County,-448,18354,-2.5,0.38,4.5,-5.7
South Dakota,Fall River County,-766,13029,0.8,-2.2,2.8,-2.4
South Dakota,Faulk County,-311,8547,3.6,-3.63,11.2,-7
South Dakota,Grant County,-786,13651,-0.8,-2.24,-0.6,-4
South Dakota,Gregory County,-566,8739,-1.6,-1.04,6.4,-0.7
South Dakota,Haakon County,-253,-7408,-4.7,-5.38,-2.2,4.7
South Dakota,Hamlin County,408,17345,-2.8,-1.75,4.9,-1.9
South Dakota,Hand County,-464,4825,-0.7,-0.29,7.5,-4.9
South Dakota,Hanson County,284,15892,-0.3,-4.51,2.9,-7.2
South Dakota,Harding County,-111,21180,-6.2,-1.57,-3.5,-3.2
South Dakota,Hughes County,1185,6240,-1.1,-1.85,1.1,2
South Dakota,Hutchinson County,-717,10273,-2.2,-1.45,2,2.6
South Dakota,Hyde County,-353,12500,5.1,-3.32,2.8,3
South Dakota,Jackson County,359,1687,2.6,0.27,2.4,14.8
South Dakota,Jerauld County,-267,9275,-3.3,1.66,8.3,-2
South Dakota,Jones County,-257,-10032,9.5,5.7,0.3,1.7
South Dakota,Kingsbury County,-863,13846,0.4,-1.84,1.9,0.3
South Dakota,Lake County,1533,12861,3.9,-1.8,9.6,3.4
South Dakota,Lawrence County,3627,6919,2,-1.35,-0.9,-2.9
South Dakota,Lincoln County,32533,14484,1.6,-1.68,4.1,-1.3
South Dakota,Lyman County,9,10790,1.1,-1.74,-1.9,2.9
South Dakota,McCook County,-333,18786,-2.1,-2.37,1.1,1.4
South Dakota,McPherson County,-478,9751,1.4,-7.99,0.5,0.5
South Dakota,Marshall County,228,19925,-1.8,-0.82,6.9,-8.8
