state,name,delta_population,delta_median_hshld_income,delta_median_age,delta_pct_white,delta_pct_bachelors,delta_pct_poverty
Iowa,Clinton County,-3139,4125,1.1,-1.04,2.2,1.9
Iowa,Crawford County,114,6714,-1.3,-5.87,-2,7.9
Iowa,Dallas County,46485,15682,0.8,-2.5,8.9,-1.3
Iowa,Davis County,425,5793,-2.1,-0.65,0.8,4.2
Iowa,Decatur County,-739,3904,-2.2,-0.85,3.7,2.2
Iowa,Delaware County,-1251,13456,2.5,-1.01,2.3,0.4
Iowa,Des Moines County,-2934,5587,1,-1.37,2.2,1.5
Iowa,Dickinson County,775,9715,1.9,-1.36,2.3,-0.1
Iowa,Dubuque County,7898,10577,0.4,-1.49,4.7,2.8
Iowa,Emmet County,-1595,5133,1.8,-2.55,2.5,1.9
Iowa,Fayette County,-2212,7357,1.3,-1.58,3.3,-0.6
Iowa,Floyd County,-1156,9140,1.3,-1.89,6,1.6
Iowa,Franklin County,-540,3309,-0.9,-1.54,1.7,5
Iowa,Fremont County,-1062,7205,1.5,-0.4,3.4,2.3
Iowa,Greene County,-1385,9243,0.8,-1.54,3.1,2
Iowa,Grundy County,-36,8986,-0.1,-0.77,4.7,-1.7
Iowa,Guthrie County,-683,6216,1.5,-1.1,2.2,2.9
Iowa,Hamilton County,-1323,9648,1.7,-1.89,7.1,-0.3
Iowa,Hancock County,-1329,10522,0.4,-0.91,5.3,-1.9
Iowa,Hardin County,-1764,7513,0.9,-1.43,0.5,-1.9
Iowa,Harrison County,-1530,6255,2,-0.79,2.3,0.3
Iowa,Henry County,-473,10292,1.3,-1.5,0,-1.8
Iowa,Howard County,-704,5354,0.5,-0.74,3.1,0.4
Iowa,Humboldt County,-817,3565,-1.2,-0.57,4.3,3.4
Iowa,Ida County,-972,7457,0.5,-1.42,1.4,-0.2
Iowa,Iowa County,432,2024,0,-1.06,1,0.8
Iowa,Jackson County,-930,9317,1.7,-1.19,3.6,2.1
Iowa,Jasper County,-247,9967,1.2,-1.62,1.5,-3.2
Iowa,Jefferson County,2241,349,-4,-5.67,3.3,0.9
Iowa,Johnson County,38204,8585,1.1,-3.46,1.9,-0.5
Iowa,Jones County,315,10436,1.2,-1.09,1.3,0.9
Iowa,Keokuk County,-1247,5701,1.3,-1.09,4.3,0.9
Iowa,Kossuth County,-2164,6591,-0.4,-1.84,3,1.4
Iowa,Lee County,-3757,5822,1.4,-0.63,0.9,2.8
Iowa,Linn County,32414,9028,0.9,-2.29,2.7,-0.1
Iowa,Louisa County,-999,3936,2.7,-3.17,1.8,-1.4
Iowa,Lucas County,-888,4320,1.9,1.13,6.4,-6.4
Iowa,Lyon County,29,12506,-0.7,-1.23,5.8,-0.8
Iowa,Madison County,1994,6894,1.5,-1.26,5.3,-1.5
Iowa,Mahaska County,-100,5543,0.7,-1.1,5.9,0.1
Iowa,Marion County,1053,4547,0.8,-0.82,2.1,1.3
Iowa,Marshall County,977,7520,-0.9,-5.72,0.9,-1.5
Iowa,Mills County,521,8468,1,-1.03,0.2,-0.9
Iowa,Mitchell County,-243,5169,0.2,-1.19,0.5,2.4
Iowa,Monona County,-1280,200,0.5,-1.14,1.5,3.4
Iowa,Monroe County,-171,6934,-0.9,-2.81,0.7,-2.5
Iowa,Montgomery County,-1634,5050,0.6,-1.45,-1.5,2.5
Iowa,Muscatine County,1158,5373,0.1,-3.03,1.3,-3.2
Iowa,O'Brien County,-1301,12296,-1.1,-1.34,0.5,-1.3
Iowa,Osceola County,-958,9715,2,-1.53,1.4,2.9
Iowa,Page County,-1752,5930,0.9,-1.14,3.9,1.9
Iowa,Palo Alto County,-1055,7670,-0.1,-2.35,9.5,-3.5
Iowa,Plymouth County,371,4937,-1,-2.41,0.9,4.3
Iowa,Pocahontas County,-1816,3864,0.2,-2.71,-0.7,3.3
Iowa,Polk County,107229,7436,0.4,-2.16,2.5,1.4
Iowa,Pottawattamie County,5682,7563,1.4,-1.41,3.9,-0.9
Iowa,Poweshiek County,-501,458,-0.9,-1.59,1,-0.5
Iowa,Ringgold County,-435,8306,-0.1,-0.77,-0.7,-1.8
Iowa,Sac County,-1712,10268,0,-1.39,1.6,-0.8
Iowa,Scott County,13841,7717,0.7,-2.14,2.2,-0.6
Iowa,Shelby County,-1545,11553,2.2,-1.67,5.1,-1.3
Iowa,Sioux County,3271,14465,0.6,-1.79,5.1,1.5
Iowa,Story County,17521,4423,-0.5,-2.37,3.4,3.4
Iowa,Tama County,-1045,9822,1.5,-1.48,0,1.2
Iowa,Taylor County,-780,6525,-1.2,-2.27,2,-0.4
Iowa,Union County,141,6718,-1.3,-1.53,0.5,-4
Iowa,Van Buren County,-652,7124,0.2,-0.55,0.3,-2.7
Iowa,Wapello County,-1007,3236,-0.3,-3.71,3.5,0.8
Iowa,Warren County,9492,9480,0.2,-1.1,3.7,-0.8
Iowa,Washington County,1611,8447,-0.3,-1.2,1.7,-1.6
Iowa,Wayne County,-254,7009,-2.4,-1.04,3,3.2
Iowa,Webster County,-3630,1342,-0.3,-1.9,2.4,2
Iowa,Winnebago County,-1136,8201,-1,-2.04,1.5,0.1
Iowa,Winneshiek County,-1109,10095,1.8,-0.47,2.5,-0.4
Iowa,Woodbury County,-1448,7007,0.2,-2.94,1.6,0
Iowa,Worth County,-440,1207,0.4,-1.83,-0.8,-1.6
Iowa,Wright County,-1550,4900,0.3,-1.99,1.8,1.4
Kansas,Allen County,-1866,1485,1.4,-1.21,1.5,1.5
Kansas,Anderson County,-277,558,0.5,-0.82,2.7,1.2
Kansas,Atchison County,-442,2465,-0.2,-1.08,-1.6,5.4
Kansas,Barber County,-721,13200,-2.1,-2.42,1.2,2.8
Kansas,Barton County,-1729,2307,-0.4,-1.39,-3.6,3.5
Kansas,Bourbon County,-625,1334,1.5,-1.51,-1.3,2.1
Kansas,Brown County,-1083,9439,0.5,-0.61,4.9,-6.4
Kansas,Butler County,7396,6034,1,-1.52,4.5,3.5
Kansas,Chase County,-347,2400,1.2,-1.54,6.3,1.7
Kansas,Chautauqua County,-996,3683,1.2,-3.04,-0.4,4.2
Kansas,Cherokee County,-2490,2947,1.7,-0.62,4.5,-3.8
Kansas,Cheyenne County,-482,15981,-1,-3.05,9.4,-2
Kansas,Clark County,-386,8163,0.2,-5.65,13.4,-4
Kansas,Clay County,-864,12944,-0.9,-1.41,5,0.4
Kansas,Cloud County,-1277,8361,-0.9,-1.48,6,-5.5
Kansas,Coffey County,-641,11491,0.7,-1.44,0.9,-0.2
Kansas,Comanche County,-177,16755,-1.1,-3.49,2.1,-0.8
Kansas,Cowley County,-930,5875,-0.3,-2.01,0.8,1
Kansas,Crawford County,792,2731,-0.3,-1.64,2.6,3.4
Kansas,Decatur County,-587,5847,-0.1,-2.19,4.3,1.3
Kansas,Dickinson County,-442,3206,-0.6,-1.57,0.9,0.5
Kansas,Doniphan County,-522,6890,0.7,-1.46,0.7,1.1
Kansas,Douglas County,20831,8539,1.5,-2.56,1.7,-0.4
Kansas,Edwards County,-556,11003,1.3,-3.28,-2.3,-6.9
Kansas,Elk County,-763,5950,2.8,-2.45,-1.3,-4.9
Kansas,Ellis County,1182,5019,0.2,-1.52,2,2.7
Kansas,Ellsworth County,-195,6350,0.8,-2.1,0.5,3.5
Kansas,Finney County,-3439,1249,0.4,-3.82,0,2.1
Kansas,Ford County,1923,3269,0.3,-3.24,1.1,-1
Kansas,Franklin County,949,3708,2.3,-0.92,1.8,4.1
Kansas,Geary County,5908,537,-1.9,-2.67,2,2.9
Kansas,Gove County,-437,9522,0.4,-2.5,6.2,-0.1
Kansas,Graham County,-451,-553,3.3,-1.97,3.2,1.6
Kansas,Grant County,-383,1960,-0.3,-2.42,0.3,-1.8
Kansas,Gray County,54,8396,0.5,0.19,1.2,1.6
Kansas,Greeley County,-285,-8927,3.7,-9.91,9.6,5
Kansas,Greenwood County,-1550,4468,2.9,-1.11,4.3,-4.5
Kansas,Hamilton County,-30,11863,0.4,-3.25,2.9,1.6
Kansas,Harper County,-946,9891,-2.1,-2.16,1.2,4.6
Kansas,Harvey County,1675,9083,0.5,-1.35,4.5,2.6
Kansas,Haskell County,-254,7921,2.9,-1.66,2.8,1.3
Kansas,Hodgeman County,-243,14218,3.5,-3.25,1.5,0.4
Kansas,Jackson County,661,1833,0.6,-1.62,2.2,-0.2
Kansas,Jefferson County,572,2049,1.8,-1.15,-1,1.8
Kansas,Jewell County,-941,5366,1.2,-0.65,-3,0.5
Kansas,Johnson County,140092,7388,1.2,-1.48,3.5,0.1
Kansas,Kearny County,-571,5004,-0.4,-2.59,1.1,-0.3
Kansas,Kingman County,-1313,13083,0.7,-1.52,3.1,-2.8
Kansas,Kiowa County,-793,10934,-0.2,-3.92,6.7,-0.7
Kansas,Labette County,-2690,6657,0.7,-0.05,-0.2,2.3
Kansas,Lane County,-596,9454,-3.3,-2.58,1.7,-3.2
Kansas,Leavenworth County,12404,8915,0.2,-1.15,2.2,0.9
Kansas,Lincoln County,-535,7622,-0.2,-0.43,2.8,-1.8
Kansas,Linn County,156,2197,-0.3,-1.22,0.6,7.1
Kansas,Logan County,-225,10551,-4.4,-4.05,1.1,-2.9
Kansas,Lyon County,-2543,6071,1,-1.73,3.6,-3.6
Kansas,McPherson County,-846,3920,-0.2,-1.26,3.5,0
Kansas,Marion County,-1375,4499,0.8,-1.49,4.4,0.9
Kansas,Marshall County,-1220,7295,-0.8,-1.11,5.9,-1.5
Kansas,Meade County,-328,7509,-0.6,-1.97,-0.2,0.7
Kansas,Miami County,5110,2962,2,-0.63,2.9,-0.3
Kansas,Mitchell County,-804,344,-1.4,-1.63,3.3,6.5
Kansas,Montgomery County,-3696,3374,0.1,-0.81,0.1,2.7
Kansas,Morris County,-649,8255,2,-1.77,1.5,-1.1
Kansas,Morton County,-756,1540,2.5,-3.87,-6,1.5
Kansas,Nemaha County,-599,7234,-2.3,-1.12,6.6,1.5
Kansas,Neosho County,-982,7700,-0.3,-1.13,3.2,4.4
Kansas,Ness County,-585,773,-0.7,-2.53,0.1,1.6
Kansas,Norton County,-512,18657,0.3,-1.65,-1.2,1.7
Kansas,Osage County,-940,5592,1.2,-1.84,1.3,1.3
Kansas,Osborne County,-842,7376,0.2,-2.27,4.3,0
Kansas,Ottawa County,-300,983,0.1,-1.41,2.6,-0.5
Kansas,Pawnee County,-553,6176,0.3,-1.83,1.3,-2.9
Kansas,Phillips County,-631,2425,-0.8,-1.51,4.4,-1.9
Kansas,Pottawatomie County,5699,10980,-0.9,-1.24,5.1,2.6
Kansas,Pratt County,-100,9832,-3.2,0.23,3.7,0.9
Kansas,Rawlins County,-469,11096,-0.1,-3.59,6.9,-3.6
Kansas,Reno County,-2280,6466,0.1,-1.38,1.2,0.9
Kansas,Republic County,-1144,5203,0.3,-1.23,4.7,0.3
Kansas,Rice County,-1101,5169,-0.8,-2.1,1.6,2.7
Kansas,Riley County,11329,9171,0.8,-2.6,3.2,-2.7
Kansas,Rooks County,-642,10491,-0.3,-1.58,5.3,-5
Kansas,Rush County,-448,4159,-0.7,-1.44,6.9,-5.9
Kansas,Russell County,-455,12292,2.8,-2.11,3.8,-3.1
Kansas,Saline County,1137,4566,-0.1,-1.58,1.4,0
Kansas,Scott County,-159,3857,-1.7,-3.46,6.4,-4.3
Kansas,Sedgwick County,60818,4993,0.6,-1.27,3.2,0.8
Kansas,Seward County,-351,6162,0.4,-4.39,-1.4,2.1
Kansas,Shawnee County,8316,7203,0.7,-1.12,1.5,-1.7
Kansas,Sheridan County,-286,9868,-1.3,-1.47,2.8,-10.6
Kansas,Sherman County,-830,10460,-3.4,-1.99,-0.9,-1.4
Kansas,Smith County,-868,5521,1.7,-1.2,5.2,1.3
Kansas,Stafford County,-582,7746,-2.4,-2.13,1.9,0.5
Kansas,Stanton County,-346,-7390,1.3,-1.22,8.4,4.8
Kansas,Stevens County,149,6983,0.6,-3.42,2.3,4.7
Kansas,Sumner County,-2787,3113,1.6,-1.31,2.2,1.1
Kansas,Thomas County,-392,5432,-0.7,-1.69,3.1,2.4
Kansas,Trego County,-435,15542,-0.4,-2.15,1.1,-4.3
Kansas,Wabaunsee County,-11,6814,1.7,-1.53,0.9,-2.6
Kansas,Wallace County,-225,16047,-7.6,2.45,3,-4.7
Kansas,Washington County,-998,8294,0.1,-1.47,0.9,-0.9
Kansas,Wichita County,-406,10791,1.2,-4.07,4.4,-6
Kansas,Wilson County,-1657,5167,-0.1,-1.84,4.8,1.8
Kansas,Woodson County,-641,6108,0.1,-1.79,0.9,-0.8
Kansas,Wyandotte County,7406,4280,0.6,-1.73,1.5,0.1
Kentucky,Adair County,2241,6741,2.3,-0.66,1.4,0.2
Kentucky,Allen County,3133,5351,2.8,-0.8,3.8,-0.3
Kentucky,Anderson County,3433,-3825,2.5,-0.57,2.7,0.6
Kentucky,Ballard County,-247,1760,2.2,-1.08,3.4,5.2
Kentucky,Barren County,5768,1284,0.1,-0.79,1.2,4.2
Kentucky,Bath County,1293,8305,1.5,-0.59,-1.5,-5.6
Kentucky,Bell County,-3166,-1166,1.1,-0.63,-2,8.6
Kentucky,Boone County,44737,6182,2,-1.57,3.3,0.1
Kentucky,Bourbon County,669,7037,2,-0.02,1.6,0.5
Kentucky,Boyd County,-1773,6741,0.5,-0.54,3.6,1.2
Kentucky,Boyle County,2227,2356,1,-0.98,-0.3,-3.1
Kentucky,Bracken County,-12,1977,0.4,-0.77,2.4,1.7
Kentucky,Breathitt County,-3154,5955,0.7,-0.8,2.2,2.8
Kentucky,Breckinridge County,1463,6662,1.3,-0.73,2.1,-1.5
Kentucky,Bullitt County,19010,8391,2.4,-1.08,2.8,0.7
Kentucky,Butler County,-179,5659,1.4,-0.93,3.9,2.9
Kentucky,Caldwell County,-421,10893,0.2,-1.04,2.5,-1.1
Kentucky,Calloway County,4742,75,0.5,-0.75,0.6,5.4
Kentucky,Campbell County,3872,5726,0.8,-1.01,5.6,2.9
Kentucky,Carlisle County,-505,4951,-1.4,-1.74,4.9,1.6
Kentucky,Carroll County,558,-95,0.1,0.46,2.5,5.9
Kentucky,Carter County,255,2671,2.1,-0.39,3.8,0.9
Kentucky,Casey County,303,6439,3.2,-1.07,2.9,-1.6
Kentucky,Christian County,-1849,4788,-0.3,-2.26,3.1,-0.3
Kentucky,Clark County,2902,4972,3,-0.54,4,-1
Kentucky,Clay County,-4190,4421,1.9,-0.27,2,5.1
Kentucky,Clinton County,642,7342,0.6,0.1,6.4,-9.1
Kentucky,Crittenden County,-300,6491,1,-0.95,4,0.7
Kentucky,Cumberland County,-441,7314,2.2,-1.94,5.3,-5.9
Kentucky,Daviess County,8829,5550,0.4,-1.14,3.4,1.2
Kentucky,Edmonson County,582,5306,2.3,-1.03,3.9,1.2
Kentucky,Elliott County,775,6946,2.7,0.86,0.4,-2.1
Kentucky,Estill County,-1030,2368,3,-0.65,3.3,5.3
Kentucky,Fayette County,61447,5544,0.8,-1.25,2.7,1.2
Kentucky,Fleming County,654,9859,1,-0.54,0.7,-0.6
Kentucky,Floyd County,-6170,3289,1.9,-0.63,0.9,2.6
Kentucky,Franklin County,2798,5563,1.7,-1.27,1.2,-0.8
Kentucky,Fulton County,-1560,-3691,0.6,-1.81,4,-2.3
Kentucky,Gallatin County,906,8940,-0.4,-1.34,2.9,-10.1
Kentucky,Garrard County,2731,10811,1.2,-0.12,1.9,0.7
Kentucky,Grant County,2600,1406,1.7,-1.62,1.6,4.1
Kentucky,Graves County,93,5092,0.2,-0.7,1.8,-0.7
Kentucky,Grayson County,2305,1979,0.9,-1.37,2.4,6.2
Kentucky,Green County,-453,813,1.3,-0.6,-0.4,1
Kentucky,Greenup County,-1373,5140,1.9,-0.58,2.3,1.5
Kentucky,Hancock County,409,4243,0.9,-0.91,0.3,0.2
Kentucky,Hardin County,13897,4383,0.8,-1.53,5,1.2
Kentucky,Harlan County,-6489,-2131,0.8,-0.51,0.3,4.9
Kentucky,Harrison County,798,4038,1.5,-0.95,1.6,-4
Kentucky,Hart County,1312,6346,0.7,-0.45,3.4,-0.4
Kentucky,Henderson County,1099,3020,1.4,-1.2,0.7,4.9
Kentucky,Henry County,946,7175,0.8,-0.83,-3.2,-0.3
Kentucky,Hickman County,-742,6200,4.6,-0.52,-7.2,-1.3
Kentucky,Hopkins County,-972,4736,1.2,-0.61,2.5,-1
Kentucky,Jackson County,-64,10127,2.5,0.85,4.3,-0.1
Kentucky,Jefferson County,77554,6885,0.3,-1.95,3.8,-0.5
Kentucky,Jessamine County,14334,7956,2.2,-1.71,2.6,3.2
Kentucky,Johnson County,-851,4809,3,-0.5,4.6,2
Kentucky,Kenton County,13935,5461,0.9,-0.89,2.2,1.5
Kentucky,Knott County,-2358,1052,0.2,-0.77,0.5,8.5
Kentucky,Knox County,-568,4568,1.2,-0.6,1.5,-1.8
Kentucky,Larue County,832,2829,1.7,-0.65,0.1,0.3
Kentucky,Laurel County,7459,448,2.2,-0.47,-0.6,4.5
Kentucky,Lawrence County,150,3838,1.9,-0.97,3.4,0.1
Kentucky,Lee County,-1346,-1832,2.7,0.87,1.1,1.1
Kentucky,Leslie County,-2067,1004,2.2,-0.84,0.8,9.9
Kentucky,Letcher County,-2938,-990,1.4,-0.69,0,3.7
Kentucky,Lewis County,-753,3678,2.2,-0.51,0.5,-1.4
Kentucky,Lincoln County,1095,5616,1.6,-0.26,0.4,1.9
Kentucky,Livingston County,-535,4397,1.5,-1.31,-1.8,5
Kentucky,Logan County,487,6335,0.3,-0.4,4.5,-0.9
Kentucky,Lyon County,2,8189,3.2,-1.26,3.2,0.1
Kentucky,McCracken County,-129,1264,0.8,-0.34,3.2,1.8
Kentucky,McCreary County,385,-3379,2.5,-0.67,-0.4,5.8
Kentucky,McLean County,-737,5127,0.5,-1.04,1.1,3.2
Kentucky,Madison County,20354,4780,1,-0.59,2.9,0.6
Kentucky,Magoffin County,-794,6799,3.4,0.67,-0.4,-1.2
Kentucky,Marion County,1183,2517,1.9,0.5,1.6,0.6
Kentucky,Marshall County,1257,5800,1.5,-0.76,2.7,-0.8
Kentucky,Martin County,-1126,4066,2.3,3.2,-0.7,-3.2
Kentucky,Mason County,374,2559,0.6,-0.3,4.2,-3.1
Kentucky,Meade County,1805,9932,3,-1.12,5.9,-0.3
Kentucky,Menifee County,-101,9948,2.9,1.79,1.1,-0.3
Kentucky,Mercer County,704,-381,1.4,-0.85,0,4.3
Kentucky,Metcalfe County,70,862,2.1,-1.15,4.9,4.4
Kentucky,Monroe County,-1097,7226,0.1,-0.54,3.2,-3.6
Kentucky,Montgomery County,5374,6138,1.7,-0.33,1.9,1.9
Kentucky,Morgan County,-760,3294,2.6,-0.5,0.4,2
Kentucky,Muhlenberg County,-1023,3287,1.7,-0.85,1.1,-0.1
Kentucky,Nelson County,8163,10399,2,-0.33,2.1,-2.8
Kentucky,Nicholas County,317,-1359,2.9,-0.99,1,9.5
Kentucky,Ohio County,1266,5420,2,-0.06,1.6,2.3
Kentucky,Oldham County,20237,12820,0.9,-0.72,3.4,-1.8
Kentucky,Owen County,218,-2207,3,-0.68,-9,4.7
Kentucky,Owsley County,-423,3385,1.5,-3.76,9.8,-8.5
Kentucky,Pendleton County,183,5036,2.9,-1.01,1.9,-3.5
Kentucky,Perry County,-2837,2273,1.5,-0.57,0.7,-1.7
Kentucky,Pike County,-9853,409,2,-0.62,1,4.3
Kentucky,Powell County,-863,2832,0.4,-0.92,3,-2.2
Kentucky,Pulaski County,8232,2251,1.3,-0.89,0.7,4.1
Kentucky,Robertson County,-132,3440,9.7,-3.17,9.8,5.3
Kentucky,Rockcastle County,116,8942,2.2,-0.7,0.3,-7.1
Kentucky,Rowan County,2423,4807,-1.2,-0.86,2,-3.1
Kentucky,Russell County,1460,4680,2.3,-0.9,0.7,1.1
Kentucky,Scott County,21812,7570,1.2,-0.63,1.8,-1.9
Kentucky,Shelby County,14084,7875,0.8,-0.6,1.1,1
Kentucky,Simpson County,1703,3666,2,-0.72,-0.5,2.9
Kentucky,Spencer County,6741,9590,2.4,-0.95,3.2,1.7
Kentucky,Taylor County,2545,1077,-2.3,-1.3,3.9,0.3
Kentucky,Todd County,272,1259,0.3,-0.72,2.6,-1.3
Kentucky,Trigg County,1847,5434,1.8,-0.09,1.1,2.8
Kentucky,Trimble County,436,3200,3.4,-0.91,-1.3,-1.7
Kentucky,Union County,-969,2624,-0.1,-1.65,-1.1,4.4
Kentucky,Warren County,36323,5554,0.1,-1.98,2.9,-0.5
Kentucky,Washington County,1210,4753,1.8,-1.06,4.9,3.8
Kentucky,Wayne County,793,7722,1.9,-0.56,2.4,-3.5
Kentucky,Webster County,-1102,-362,0.7,-1.16,0.5,5.4
Kentucky,Whitley County,349,5981,-0.3,-0.83,8,-3.7
Kentucky,Wolfe County,199,1089,1.4,-0.28,0.2,-5.3
Kentucky,Woodford County,3160,4067,1.5,0.07,-0.3,3.2
Louisiana,Acadia Parish,3729,3231,0.4,-1.07,1.3,1.4
Louisiana,Allen Parish,181,5250,1,0.22,4,-0.8
Louisiana,Ascension Parish,46321,11032,1.1,-1.45,5.7,0
Louisiana,Assumption Parish,-862,3421,1.1,-0.15,1.8,-2
Louisiana,Avoyelles Parish,-501,5351,-0.2,-0.97,1.1,0.5
Louisiana,Beauregard Parish,3942,2148,1,-0.62,1.5,4.1
Louisiana,Bienville Parish,-2114,2207,1.4,-0.41,-0.4,-1.3
Louisiana,Bossier Parish,29324,1125,0.3,-1.6,4.1,3
Louisiana,Caddo Parish,-5580,3210,0.7,-2.24,2,3
Louisiana,Calcasieu Parish,18868,4461,0.2,-1.2,2.5,0.6
Louisiana,Caldwell Parish,-610,-5490,0.6,-0.34,0.7,4.3
Louisiana,Cameron Parish,-3079,639,5.3,-3.17,0.3,-2.9
Louisiana,Catahoula Parish,-1045,-1928,0.4,-0.74,3.4,-2.8
Louisiana,Claiborne Parish,-882,-5415,1.8,-1.41,2.7,3.1
Louisiana,Concordia Parish,-381,-34,-0.7,0.06,0.4,0.4
Louisiana,De Soto Parish,1846,3436,-0.1,1.55,-0.1,6
Louisiana,East Baton Rouge Parish,33416,5257,0.8,-1.78,1.6,0.7
Louisiana,East Carroll Parish,-2295,-3243,0.5,-0.98,1.5,7.4
Louisiana,East Feliciana Parish,-1948,11629,2.7,0.34,-0.3,-3.4
Louisiana,Evangeline Parish,-1726,-2312,0,-0.93,2.2,4.3
Louisiana,Franklin Parish,-1003,2411,-0.6,-1.42,0.1,-0.5
Louisiana,Grant Parish,3638,485,1.1,-1.21,-3.3,4.1
Louisiana,Iberia Parish,-1090,2721,0.7,-1.58,-0.7,-0.8
Louisiana,Iberville Parish,-293,4913,1.2,-0.21,4,1.6
Louisiana,Jackson Parish,449,-4280,1,-0.56,-0.5,9.8
Louisiana,Jefferson Parish,-16430,2693,0.4,-2.59,2,2.1
Louisiana,Jefferson Davis Parish,42,-2163,1,-0.05,4.2,3.6
Louisiana,Lafayette Parish,51982,6391,1.1,-1.1,4.2,0.2
Louisiana,Lafourche Parish,8452,5213,0.8,-1.12,2,0.4
Louisiana,LaSalle Parish,651,-2860,0.4,-1.19,-0.9,11.8
Louisiana,Lincoln Parish,5235,-823,0,-0.97,4.4,4.8
Louisiana,Livingston Parish,46414,5748,1.7,-1.69,1,1.8
Louisiana,Madison Parish,-2412,2983,0.5,-2.26,2.5,2.8
Louisiana,Morehouse Parish,-5380,-109,1.9,-1.37,2.8,0.2
Louisiana,Natchitoches Parish,-59,-1325,1.1,-0.74,-1.8,3.3
Louisiana,Orleans Parish,-91382,1253,0.1,0.07,4.9,1
Louisiana,Ouachita Parish,8624,258,1,-1.25,0.8,3.5
Louisiana,Plaquemines Parish,-3409,-5095,0.1,-2.63,1.9,7.7
Louisiana,Pointe Coupee Parish,-495,2787,1.1,0.12,0.5,-2.7
Louisiana,Rapides Parish,5311,1997,0.3,-0.58,0.7,1.4
Louisiana,Red River Parish,-1086,6787,2.6,-1.38,3.1,-1.1
Louisiana,Richland Parish,-570,-2937,0,-0.78,3.2,7.9
Louisiana,Sabine Parish,559,5300,0.7,-1.09,2.6,-1.1
Louisiana,St. Bernard Parish,-21027,6065,-1,-5.03,2.2,4.7
Louisiana,St. Charles Parish,4677,3746,0.6,-0.71,2.6,-0.3
Louisiana,St. Helena Parish,-162,7861,0,-0.53,0.1,3.3
Louisiana,St. James Parish,151,330,0.3,0.62,1.6,2
Louisiana,St. John the Baptist Parish,397,5962,1.7,-3.65,0.6,2.4
Louisiana,St. Landry Parish,-4203,350,-0.6,-0.55,1,-0.4
Louisiana,St. Martin Parish,5588,5977,1.2,-0.52,2.6,0.8
Louisiana,St. Mary Parish,-2527,914,0.8,-1.08,0.2,-1.5
Louisiana,St. Tammany Parish,65059,5673,1,-1.49,2.4,1.4
Louisiana,Tangipahoa Parish,31909,6944,1.6,-0.77,0.2,-0.6
Louisiana,Tensas Parish,-2003,-5251,4.2,0.82,-3.2,5.6
Louisiana,Terrebonne Parish,7583,-787,0.4,-1.49,0.6,2.7
Louisiana,Union Parish,-232,-14,1.2,0.82,-1,0
Louisiana,Vermilion Parish,6329,6573,0.6,-1.4,0.4,0.7
Louisiana,Vernon Parish,-1805,4066,0.3,-2.1,2.1,1.9
Louisiana,Washington Parish,2707,2599,1.3,-0.04,0.4,0.2
Louisiana,Webster Parish,-2453,-5108,0.8,-1.08,2,3.4
Louisiana,West Baton Rouge Parish,4664,13604,0.2,-1.79,3.6,1.9
Louisiana,West Carroll Parish,-1333,3403,2.8,-0.87,2.2,-1
Louisiana,West Feliciana Parish,269,12236,-0.4,0.86,10.2,-0.5
Louisiana,Winn Parish,-2583,-2567,1.8,-0.78,1.9,3.6
Maine,Androscoggin County,3858,5068,1.3,-0.76,3.7,0
Maine,Aroostook County,-6285,2447,2.8,-0.64,2.3,2.1
Maine,Cumberland County,26888,10044,1.8,-1.09,5.5,0.2
Maine,Franklin County,521,5710,3.6,-0.81,1.6,-3.1
Maine,Hancock County,2706,3905,2.9,-1.13,2.3,0.1
Maine,Kennebec County,4707,4143,2.4,-0.51,2.6,1.6
Maine,Knox County,172,7853,2.1,-0.86,3.6,-0.9
Maine,Lincoln County,588,6363,3.3,-0.83,1.5,1
Maine,Oxford County,2684,4834,2.7,-0.49,0.3,2
Maine,Penobscot County,7038,5228,2.4,-0.65,2.9,0.2
Maine,Piscataquis County,-462,4781,3.7,-0.91,2.8,2.5
Maine,Sagadahoc County,178,4971,3.1,-0.54,4.9,2.5
Maine,Somerset County,-262,4902,2.6,-0.61,1.3,-0.6
Maine,Waldo County,3552,8850,2.4,-0.85,7.2,-0.3
Maine,Washington County,-2348,5469,2.6,-1.24,1.9,-1.6
Maine,York County,17449,7610,2.6,-1,4.2,0
Maryland,Allegany County,-3315,5024,0.6,-0.86,2.3,2.3
Maryland,Anne Arundel County,83579,11046,0.4,-2.77,4.4,0.8
Maryland,Baltimore County,78176,7851,0.3,-3.97,2.6,1
Maryland,Calvert County,16939,9512,1.7,-0.89,1.1,1.3
Maryland,Caroline County,3421,-6330,2.3,-1.88,1.4,5
Maryland,Carroll County,16884,8889,2.5,-1.37,3.5,0.2
Maryland,Cecil County,16795,5630,2.3,-1.58,2.1,0.4
Maryland,Charles County,39154,5148,1.5,-5.28,2.4,1.7
Maryland,Dorchester County,1488,5381,1.3,-2.36,3.6,2
Maryland,Frederick County,56745,6816,1.4,-2.95,4.7,2.4
Maryland,Garrett County,-613,2414,3.5,-0.67,2.1,-1.1
Maryland,Harford County,33570,6435,1.9,-2.24,4.7,1.9
Maryland,Howard County,73271,12303,1,-5.1,2.9,1
Maryland,Kent County,187,6497,2.2,0.03,3,0.9
Maryland,Montgomery County,185469,9805,0.6,-4.29,1.6,1
Maryland,Prince George's County,111241,7347,1.9,-1.62,2.3,1.4
